saddr,udp_pkt_size,data
69.10.62.130,1408,000100000002000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203933333034330d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420300d0a53544154206974656d733a323a657870697265645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a33313a6e756d62657220310d0a53544154206974656d733a33313a6167652031303733360d0a53544154206974656d733a33313a6576696374656420300d0a53544154206974656d733a33313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33313a657669637465645f74696d6520300d0a53544154206974656d733a33313a6f75746f666d656d6f727920300d0a53544154206974656d733a33313a7461696c7265706169727320300d0a53544154206974656d733a33313a7265636c61696d656420300d0a53544154206974656d733a33313a657870697265645f756e6665746368656420300d0a53544154206974656d733a33313a657669637465645f756e6665746368656420300d0a53544154206974656d733a33373a6e756d62657220310d0a53544154206974656d733a33373a61676520313633310d0a53544154206974656d733a33373a6576696374656420300d0a53544154206974656d733a33373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33373a657669637465645f74696d6520300d0a53544154206974656d733a33373a6f75746f666d656d6f727920300d0a53544154206974656d733a33373a7461696c7265706169727320300d0a53544154206974656d733a33373a7265636c61696d656420320d0a53544154206974656d733a33373a657870697265645f756e6665746368656420300d0a53544154206974656d733a33373a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a6167652031303733360d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a53544154206974656d733a33393a657870697265645f756e6665746368656420300d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a34303a6e756d6265722032340d0a53544154206974656d733a34303a616765203230393131350d0a53544154206974656d733a34303a6576696374656420300d0a53544154206974656d733a34303a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34303a657669637465645f74696d6520300d0a53544154206974656d733a34303a6f75746f666d656d6f727920300d0a53544154206974656d733a34303a7461696c7265706169727320300d0a53544154206974656d733a34303a7265636c61696d656420300d0a53544154206974656d73
162.212.152.199,890,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203138303534330d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420340d0a53544154206974656d733a323a657870697265645f756e6665746368656420330d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a6167652038363833330d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420350d0a53544154206974656d733a33393a657870697265645f756e6665746368656420340d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d62657220380d0a53544154206974656d733a34323a6167652033333035360d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d65642038310d0a53544154206974656d733a34323a657870697265645f756e666574636865642037380d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a454e440d0a
50.147.107.25,29,00010000000100007374617473206974656d730d0a
168.86.138.241,40,0101000c000100007374617473206974656d730d000100080001b857dc9eea9d
50.149.39.123,29,00010000000100007374617473206974656d730d0a
15.152.34.157,26,41636365737320466f7262696464656e0d0a
50.147.107.24,29,00010000000100007374617473206974656d730d0a
50.175.123.235,29,00010000000100007374617473206974656d730d0a
15.236.51.93,26,41636365737320466f7262696464656e0d0a
91.211.250.233,8,
35.183.44.32,26,41636365737320466f7262696464656e0d0a
95.169.201.99,8,
54.155.161.206,26,41636365737320466f7262696464656e0d0a
50.223.194.124,29,00010000000100007374617473206974656d730d0a
13.208.207.111,26,41636365737320466f7262696464656e0d0a
50.149.39.114,29,00010000000100007374617473206974656d730d0a
152.228.231.142,8,
13.247.97.221,26,41636365737320466f7262696464656e0d0a
45.64.97.30,597,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203138313330310d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420300d0a53544154206974656d733a323a657870697265645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a34303a6e756d6265722032340d0a53544154206974656d733a34303a6167652035303631360d0a53544154206974656d733a34303a6576696374656420300d0a53544154206974656d733a34303a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34303a657669637465645f74696d6520300d0a53544154206974656d733a34303a6f75746f666d656d6f727920300d0a53544154206974656d733a34303a7461696c7265706169727320300d0a53544154206974656d733a34303a7265636c61696d656420300d0a53544154206974656d733a34303a657870697265645f756e6665746368656420300d0a53544154206974656d733a34303a657669637465645f756e6665746368656420300d0a454e440d0a
13.40.172.56,26,41636365737320466f7262696464656e0d0a
51.16.55.184,26,41636365737320466f7262696464656e0d0a
89.34.230.251,8,
3.8.199.173,26,41636365737320466f7262696464656e0d0a
13.56.207.128,26,41636365737320466f7262696464656e0d0a
13.126.51.207,26,41636365737320466f7262696464656e0d0a
13.57.27.113,26,41636365737320466f7262696464656e0d0a
3.84.6.138,26,41636365737320466f7262696464656e0d0a
54.233.15.198,26,41636365737320466f7262696464656e0d0a
217.23.132.124,21,0001000000010000454e440d0a
3.70.172.240,26,41636365737320466f7262696464656e0d0a
35.150.97.179,29,00010000000100007374617473206974656d730d0a
139.99.94.50,72,81c8000c68a7e609eb748b8406c7540e000187e000000273000030fc229d651e00000000000003d5000000cf000000000d0406a781ca000268a7e60901000000
50.149.34.170,29,00010000000100007374617473206974656d730d0a
125.199.221.135,21,0001000000010000454e440d0a
3.39.249.58,26,41636365737320466f7262696464656e0d0a
190.104.173.222,1408,000100000002000053544154206974656d733a33343a6e756d62657220320d0a53544154206974656d733a33343a61676520313837360d0a53544154206974656d733a33343a6576696374656420300d0a53544154206974656d733a33343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33343a657669637465645f74696d6520300d0a53544154206974656d733a33343a6f75746f666d656d6f727920300d0a53544154206974656d733a33343a7461696c7265706169727320300d0a53544154206974656d733a33343a7265636c61696d656420300d0a53544154206974656d733a33343a657870697265645f756e6665746368656420300d0a53544154206974656d733a33343a657669637465645f756e6665746368656420300d0a53544154206974656d733a33373a6e756d62657220320d0a53544154206974656d733a33373a61676520313837360d0a53544154206974656d733a33373a6576696374656420300d0a53544154206974656d733a33373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33373a657669637465645f74696d6520300d0a53544154206974656d733a33373a6f75746f666d656d6f727920300d0a53544154206974656d733a33373a7461696c7265706169727320300d0a53544154206974656d733a33373a7265636c61696d656420300d0a53544154206974656d733a33373a657870697265645f756e6665746368656420300d0a53544154206974656d733a33373a657669637465645f756e6665746368656420300d0a53544154206974656d733a33383a6e756d62657220310d0a53544154206974656d733a33383a61676520313837360d0a53544154206974656d733a33383a6576696374656420300d0a53544154206974656d733a33383a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33383a657669637465645f74696d6520300d0a53544154206974656d733a33383a6f75746f666d656d6f727920300d0a53544154206974656d733a33383a7461696c7265706169727320300d0a53544154206974656d733a33383a7265636c61696d656420300d0a53544154206974656d733a33383a657870697265645f756e6665746368656420300d0a53544154206974656d733a33383a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a61676520313837360d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a53544154206974656d733a33393a657870697265645f756e6665746368656420300d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d62657220330d0a53544154206974656d733a34323a616765203136383232370d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d656420300d0a5354415420
168.86.144.252,40,0101000c000100007374617473206974656d730d0001000800019fb7dc9eea9d
182.160.16.73,1408,5a4d00000003000053544154206974656d733a313a6e756d62657220330d0a53544154206974656d733a313a61676520313630343237360d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420300d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a313a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a313a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a313a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a323a6e756d62657220350d0a53544154206974656d733a323a61676520333532320d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420373238310d0a53544154206974656d733a323a657870697265645f756e6665746368656420373238310d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a323a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a333a6e756d6265722035380d0a53544154206974656d733a333a61676520333431360d0a53544154206974656d733a333a6576696374656420300d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a333a657669637465645f74696d6520300d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d65642033383438380d0a53544154206974656d733a333a657870697265645f756e666574636865642033313633360d0a53544154206974656d733a333a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a333a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a333a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a343a6e756d62657220330d0a53544154206974656d733a343a61676520313437343032350d0a53544154206974656d733a343a6576696374656420300d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a343a657669637465645f74696d6520300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d656420
171.228.175.72,1408,000100000005000053544154206974656d733a313a6e756d6265722031340d0a53544154206974656d733a313a6e756d6265725f686f7420320d0a53544154206974656d733a313a6e756d6265725f7761726d20300d0a53544154206974656d733a313a6e756d6265725f636f6c642031320d0a53544154206974656d733a313a6167655f686f7420300d0a53544154206974656d733a313a6167655f7761726d20300d0a53544154206974656d733a313a616765203332393930310d0a53544154206974656d733a313a6d656d5f72657175657374656420313135390d0a53544154206974656d733a313a6576696374656420300d0a53544154206974656d733a313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a313a657669637465645f74696d6520300d0a53544154206974656d733a313a6f75746f666d656d6f727920300d0a53544154206974656d733a313a7461696c7265706169727320300d0a53544154206974656d733a313a7265636c61696d656420310d0a53544154206974656d733a313a657870697265645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f756e6665746368656420300d0a53544154206974656d733a313a657669637465645f61637469766520300d0a53544154206974656d733a313a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a313a637261776c65725f6974656d735f636865636b656420313638300d0a53544154206974656d733a313a6c72757461696c5f7265666c6f636b656420310d0a53544154206974656d733a313a6d6f7665735f746f5f636f6c642033330d0a53544154206974656d733a313a6d6f7665735f746f5f7761726d20300d0a53544154206974656d733a313a6d6f7665735f77697468696e5f6c727520300d0a53544154206974656d733a313a6469726563745f7265636c61696d7320300d0a53544154206974656d733a313a686974735f746f5f686f742032313937300d0a53544154206974656d733a313a686974735f746f5f7761726d20300d0a53544154206974656d733a313a686974735f746f5f636f6c6420320d0a53544154206974656d733a313a686974735f746f5f74656d7020300d0a53544154206974656d733a323a6e756d62657220360d0a53544154206974656d733a323a6e756d6265725f686f7420310d0a53544154206974656d733a323a6e756d6265725f7761726d20310d0a53544154206974656d733a323a6e756d6265725f636f6c6420340d0a53544154206974656d733a323a6167655f686f7420300d0a53544154206974656d733a323a6167655f7761726d20300d0a53544154206974656d733a323a616765203332393836360d0a53544154206974656d733a323a6d656d5f726571756573746564203634370d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420300d0a53544154206974656d733a323a657870697265645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f61637469766520300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b6564203732300d0a5354415420
168.86.138.69,40,0101000c000100007374617473206974656d730d00010008000182b4dc9eea9d
50.144.44.165,29,00010000000100007374617473206974656d730d0a
13.235.91.252,26,41636365737320466f7262696464656e0d0a
50.146.253.213,29,00010000000100007374617473206974656d730d0a
50.237.207.186,29,00010000000100007374617473206974656d730d0a
82.220.37.167,1408,000100000003000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203138323431350d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420360d0a53544154206974656d733a323a657870697265645f756e6665746368656420360d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a373a6e756d62657220360d0a53544154206974656d733a373a61676520313933340d0a53544154206974656d733a373a6576696374656420300d0a53544154206974656d733a373a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a373a657669637465645f74696d6520300d0a53544154206974656d733a373a6f75746f666d656d6f727920300d0a53544154206974656d733a373a7461696c7265706169727320300d0a53544154206974656d733a373a7265636c61696d6564203331310d0a53544154206974656d733a373a657870697265645f756e66657463686564203231340d0a53544154206974656d733a373a657669637465645f756e6665746368656420300d0a53544154206974656d733a383a6e756d62657220370d0a53544154206974656d733a383a61676520313838370d0a53544154206974656d733a383a6576696374656420300d0a53544154206974656d733a383a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a383a657669637465645f74696d6520300d0a53544154206974656d733a383a6f75746f666d656d6f727920300d0a53544154206974656d733a383a7461696c7265706169727320300d0a53544154206974656d733a383a7265636c61696d6564203637390d0a53544154206974656d733a383a657870697265645f756e66657463686564203535390d0a53544154206974656d733a383a657669637465645f756e6665746368656420300d0a53544154206974656d733a393a6e756d62657220310d0a53544154206974656d733a393a61676520313930380d0a53544154206974656d733a393a6576696374656420300d0a53544154206974656d733a393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a393a657669637465645f74696d6520300d0a53544154206974656d733a393a6f75746f666d656d6f727920300d0a53544154206974656d733a393a7461696c7265706169727320300d0a53544154206974656d733a393a7265636c61696d6564203233390d0a53544154206974656d733a393a657870697265645f756e66657463686564203137340d0a53544154206974656d733a393a657669637465645f756e6665746368656420300d0a53544154206974656d733a31313a6e756d62657220310d0a53544154206974656d733a31313a61676520313933380d0a53544154206974656d733a31313a6576696374656420300d0a53544154206974656d733a31313a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a31313a657669637465645f74696d6520300d0a53544154206974656d733a31313a6f75746f666d656d6f727920300d0a53544154206974656d733a31313a7461696c7265706169727320300d0a53544154206974656d733a31313a7265636c61696d6564203131340d0a53544154206974656d733a31313a657870697265645f756e66657463686564
16.170.223.72,26,41636365737320466f7262696464656e0d0a
32.223.6.94,29,00010000000100007374617473206974656d730d0a
36.150.76.90,29,00010000000100007374617473206974656d730d0a
3.99.157.69,26,41636365737320466f7262696464656e0d0a
36.64.85.245,1214,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203138333530350d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420340d0a53544154206974656d733a323a657870697265645f756e6665746368656420330d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a323a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a6167652038373130360d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420330d0a53544154206974656d733a33393a657870697265645f756e6665746368656420330d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a33393a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a33393a6c72757461696c5f7265666c6f636b656420300d0a53544154206974656d733a34323a6e756d62657220380d0a53544154206974656d733a34323a6167652033333238320d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d65642039310d0a53544154206974656d733a34323a657870697265645f756e666574636865642038370d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a637261776c65725f7265636c61696d656420300d0a53544154206974656d733a34323a637261776c65725f6974656d735f636865636b656420300d0a53544154206974656d733a34323a6c72757461696c5f7265666c6f636b656420300d0a454e440d0a
35.183.177.95,26,41636365737320466f7262696464656e0d0a
148.113.6.221,36,c1efabff270000ec4d00004be16c48000c4b33270009ffff97f01c00
18.141.156.100,26,41636365737320466f7262696464656e0d0a
51.20.82.84,26,41636365737320466f7262696464656e0d0a
123.139.49.232,12,0149da47
93.84.115.242,29,00010000000100007374617473206974656d730d0a
50.168.186.98,29,00010000000100007374617473206974656d730d0a
3.38.96.183,26,41636365737320466f7262696464656e0d0a
44.208.31.128,26,41636365737320466f7262696464656e0d0a
168.86.137.42,40,0101000c000100007374617473206974656d730d000100080001eb4edc9eea9d
13.229.153.68,26,41636365737320466f7262696464656e0d0a
107.175.82.173,8,
50.144.227.2,29,00010000000100007374617473206974656d730d0a
13.211.51.6,26,41636365737320466f7262696464656e0d0a
15.168.136.82,26,41636365737320466f7262696464656e0d0a
54.67.61.172,26,41636365737320466f7262696464656e0d0a
3.8.196.192,26,41636365737320466f7262696464656e0d0a
114.215.207.19,10,6f6b
3.27.241.139,26,41636365737320466f7262696464656e0d0a
18.142.96.232,26,41636365737320466f7262696464656e0d0a
92.204.135.24,890,000100000001000053544154206974656d733a323a6e756d62657220310d0a53544154206974656d733a323a616765203137393839360d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d656420300d0a53544154206974656d733a323a657870697265645f756e6665746368656420300d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a33393a6e756d62657220310d0a53544154206974656d733a33393a6167652038373338330d0a53544154206974656d733a33393a6576696374656420300d0a53544154206974656d733a33393a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a33393a657669637465645f74696d6520300d0a53544154206974656d733a33393a6f75746f666d656d6f727920300d0a53544154206974656d733a33393a7461696c7265706169727320300d0a53544154206974656d733a33393a7265636c61696d656420300d0a53544154206974656d733a33393a657870697265645f756e6665746368656420300d0a53544154206974656d733a33393a657669637465645f756e6665746368656420300d0a53544154206974656d733a34323a6e756d62657220330d0a53544154206974656d733a34323a6167652033333439370d0a53544154206974656d733a34323a6576696374656420300d0a53544154206974656d733a34323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a34323a657669637465645f74696d6520300d0a53544154206974656d733a34323a6f75746f666d656d6f727920300d0a53544154206974656d733a34323a7461696c7265706169727320300d0a53544154206974656d733a34323a7265636c61696d65642036360d0a53544154206974656d733a34323a657870697265645f756e666574636865642036360d0a53544154206974656d733a34323a657669637465645f756e6665746368656420300d0a454e440d0a
52.78.173.64,26,41636365737320466f7262696464656e0d0a
35.93.95.40,26,41636365737320466f7262696464656e0d0a
18.219.43.8,26,41636365737320466f7262696464656e0d0a
13.53.214.45,26,41636365737320466f7262696464656e0d0a
47.116.168.232,1408,000100000008000053544154206974656d733a323a6e756d626572203237310d0a53544154206974656d733a323a616765203334390d0a53544154206974656d733a323a6576696374656420300d0a53544154206974656d733a323a657669637465645f6e6f6e7a65726f20300d0a53544154206974656d733a323a657669637465645f74696d6520300d0a53544154206974656d733a323a6f75746f666d656d6f727920300d0a53544154206974656d733a323a7461696c7265706169727320300d0a53544154206974656d733a323a7265636c61696d6564203633393436380d0a53544154206974656d733a323a657870697265645f756e66657463686564203539313736370d0a53544154206974656d733a323a657669637465645f756e6665746368656420300d0a53544154206974656d733a333a6e756d62657220323637380d0a53544154206974656d733a333a61676520313833310d0a53544154206974656d733a333a65766963746564203131390d0a53544154206974656d733a333a657669637465645f6e6f6e7a65726f203131390d0a53544154206974656d733a333a657669637465645f74696d6520343833320d0a53544154206974656d733a333a6f75746f666d656d6f727920300d0a53544154206974656d733a333a7461696c7265706169727320300d0a53544154206974656d733a333a7265636c61696d656420313938313630320d0a53544154206974656d733a333a657870697265645f756e6665746368656420313638393531310d0a53544154206974656d733a333a657669637465645f756e666574636865642033300d0a53544154206974656d733a343a6e756d626572203237380d0a53544154206974656d733a343a616765203337330d0a53544154206974656d733a343a6576696374656420310d0a53544154206974656d733a343a657669637465645f6e6f6e7a65726f20310d0a53544154206974656d733a343a657669637465645f74696d652037353236300d0a53544154206974656d733a343a6f75746f666d656d6f727920300d0a53544154206974656d733a343a7461696c7265706169727320300d0a53544154206974656d733a343a7265636c61696d6564203133373230350d0a53544154206974656d733a343a657870697265645f756e66657463686564203132343534340d0a53544154206974656d733a343a657669637465645f756e6665746368656420310d0a53544154206974656d733a353a6e756d62657220373131330d0a53544154206974656d733a353a6167652034313130370d0a53544154206974656d733a353a65766963746564203931310d0a53544154206974656d733a353a657669637465645f6e6f6e7a65726f203931310d0a53544154206974656d733a353a657669637465645f74696d652036303934310d0a53544154206974656d733a353a6f75746f666d656d6f727920300d0a53544154206974656d733a353a7461696c7265706169727320300d0a53544154206974656d733a353a7265636c61696d6564203130393133390d0a53544154206974656d733a353a657870697265645f756e66657463686564203130303237310d0a53544154206974656d733a353a657669637465645f756e66657463686564203930380d0a53544154206974656d733a363a6e756d626572203734390d0a53544154206974656d733a363a616765203831340d0a53544154206974656d733a363a657669637465642037360d0a53544154206974656d733a363a657669637465645f6e6f6e7a65726f2037360d0a53544154206974656d733a363a657669637465645f74696d652032353539350d0a53544154206974656d733a363a6f75746f666d656d6f727920300d0a53544154206974656d733a363a7461696c7265706169727320300d0a53
52.63.96.48,26,41636365737320466f7262696464656e0d0a
3.27.89.243,26,41636365737320466f7262696464656e0d0a
35.76.111.196,26,41636365737320466f7262696464656e0d0a
51.16.55.194,26,41636365737320466f7262696464656e0d0a
54.170.201.117,26,41636365737320466f7262696464656e0d0a
